person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_encoded,loan_intent_encoded,loan_grade_encoded,cb_person_default_on_file_encoded,debt_to_income
26,11.002116507732017,RENT,7.0,VENTURE,C,12800,12.84,0,0.21,N,2,3,5,2,0,1163.4125116748648
23,11.459535236710686,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.27,0,0.06,Y,3,0,0,2,1,523.5814434060961
26,11.459535236710686,MORTGAGE,10.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.15,N,4,0,0,0,0,1221.6900346142243
23,11.324195417595107,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12000,9.76,1,0.14,N,2,0,2,1,0,1059.6779336176814
23,11.461010925018028,MORTGAGE,4.0,VENTURE,A,2000,5.42,0,0.02,N,3,0,5,0,0,174.50467616554113
23,11.461274211786229,MORTGAGE,3.0,EDUCATION,C,8000,13.22,0,0.08,N,2,0,1,2,0,698.0026698753251
25,11.461390036007309,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,10.74,0,0.21,N,3,0,0,1,0,1744.9890403491759
23,11.06665398721974,RENT,6.0,EDUCATION,C,12800,14.35,0,0.2,Y,4,3,1,2,1,1156.6278312109519
23,11.461642696843066,MORTGAGE,0.0,VENTURE,B,10000,9.91,0,0.11,N,3,0,5,1,0,872.4752868761427
23,11.461642696843066,MORTGAGE,7.0,EDUCATION,A,19000,7.51,0,0.2,N,4,0,1,0,0,1657.7030450646712
21,11.173711473170998,RENT,5.0,VENTURE,D,12800,14.96,0,0.18,N,4,3,5,3,0,1145.5459567516
23,11.461642696843066,MORTGAGE,4.0,MEDICAL,A,4400,7.9,0,0.05,N,3,0,3,0,0,383.88912622550276
24,11.25656116466435,RENT,4.0,MEDICAL,A,12800,10.99,0,0.17,N,4,3,3,0,0,1137.1145959016937
23,11.164091131524941,MORTGAGE,7.0,MEDICAL,A,15000,8.9,1,0.18,N,4,0,3,0,0,1343.5934751234065
23,11.461642696843066,MORTGAGE,7.0,EDUCATION,A,35000,7.9,0,0.37,N,4,0,1,0,0,3053.6635040664996
24,11.272139700982676,RENT,0.0,HOMEIMPROVEMENT,D,12800,14.11,1,0.16,Y,4,3,2,3,1,1135.5430592191942
25,11.542493975902508,RENT,9.0,HOMEIMPROVEMENT,D,12800,15.7,0,0.12,Y,4,3,2,3,1,1108.9457812776695
24,11.461642696843066,MORTGAGE,1.0,PERSONAL,B,7450,12.69,0,0.08,N,4,0,4,1,0,649.9940887227264
22,11.461642696843066,MORTGAGE,2.0,DEBTCONSOLIDATION,A,24000,7.9,0,0.25,N,4,0,0,0,0,2093.9406885027424
22,11.461642696843066,MORTGAGE,4.0,EDUCATION,A,6400,7.9,0,0.07,N,4,0,1,0,0,558.3841836007314
24,11.461642696843066,MORTGAGE,7.0,HOMEIMPROVEMENT,B,10000,10.65,0,0.11,N,4,0,2,1,0,872.4752868761427
24,11.461642696843066,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,2,0,0,1,0,1308.712930314214
26,10.463131911491967,RENT,10.0,MEDICAL,B,12875,10.99,1,0.37,N,2,3,3,1,0,1230.5111040279448
26,11.461642696843066,MORTGAGE,10.0,PERSONAL,A,6600,7.51,0,0.07,N,4,0,4,0,0,575.8336893382542
22,10.36599440101149,RENT,3.0,PERSONAL,B,12875,12.53,1,0.41,N,4,3,4,1,0,1242.0419596930988
26,11.461642696843066,MORTGAGE,10.0,VENTURE,C,15000,15.96,0,0.16,Y,2,0,5,2,1,1308.712930314214
21,10.691967639914864,RENT,0.0,EDUCATION,D,12875,15.31,1,0.29,N,2,3,1,3,0,1204.1749875799771
22,11.461642696843066,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7200,11.49,0,0.08,N,2,0,0,1,0,628.1822065508227
24,10.970884334051316,RENT,8.0,HOMEIMPROVEMENT,E,12950,10.99,0,0.22,N,4,3,2,4,0,1180.397095228315
22,10.819798284210286,RENT,0.0,DEBTCONSOLIDATION,B,13000,12.42,0,0.26,N,2,3,0,1,0,1201.5011424909242
23,11.461642696843066,MORTGAGE,8.0,MEDICAL,C,7200,14.79,0,0.08,Y,4,0,3,2,1,628.1822065508227
23,10.691967639914864,RENT,1.0,EDUCATION,E,13000,18.39,1,0.3,Y,3,3,1,4,1,1215.8660068768702
22,10.819798284210286,RENT,3.0,MEDICAL,C,13000,12.23,0,0.26,N,3,3,3,2,0,1201.5011424909242
26,10.819798284210286,RENT,0.0,HOMEIMPROVEMENT,B,13000,10.99,0,0.26,N,3,3,2,1,0,1201.5011424909242
22,10.425757440186377,OWN,6.0,EDUCATION,A,13750,6.92,0,0.41,N,2,2,1,0,0,1318.8490216547948
26,11.461642696843066,MORTGAGE,1.0,PERSONAL,B,24000,10.99,0,0.25,N,3,0,4,1,0,2093.9406885027424
23,10.691967639914864,RENT,0.0,HOMEIMPROVEMENT,F,13000,17.26,1,0.3,Y,3,3,2,5,1,1215.8660068768702
23,11.461642696843066,MORTGAGE,7.0,VENTURE,B,12000,11.99,0,0.13,N,3,0,5,1,0,1046.9703442513712
26,10.819798284210286,RENT,0.0,MEDICAL,C,13000,12.09,0,0.26,N,3,3,3,2,0,1201.5011424909242
26,11.461642696843066,MORTGAGE,9.0,EDUCATION,D,25000,16.89,0,0.26,Y,2,0,1,3,1,2181.1882171903567
24,10.73633145595318,RENT,1.0,MEDICAL,C,13000,13.47,1,0.28,Y,2,3,3,2,1,1210.8419019414346
24,11.326607934898927,MORTGAGE,2.0,DEBTCONSOLIDATION,D,28000,16.49,1,0.34,Y,3,0,0,3,1,2472.0551961305137
24,11.461642696843066,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,11.99,0,0.37,N,2,0,0,1,0,3053.6635040664996
25,10.859018228147887,RENT,3.0,PERSONAL,D,13000,15.31,0,0.25,Y,2,3,4,3,1,1197.1616334801272
25,11.461642696843066,MORTGAGE,5.0,VENTURE,B,18000,10.99,0,0.19,N,3,0,5,1,0,1570.455516377057
22,11.461642696843066,MORTGAGE,0.0,EDUCATION,A,10400,5.42,0,0.11,N,4,0,1,0,0,907.3742983511884
22,10.861476694765958,RENT,6.0,VENTURE,A,13000,8.94,0,0.25,N,2,3,5,0,0,1196.89065910021
23,11.461642696843066,MORTGAGE,3.0,MEDICAL,A,9950,8.49,0,0.1,N,4,0,3,0,0,868.112910441762
22,10.778977123006351,RENT,3.0,HOMEIMPROVEMENT,A,13000,7.88,1,0.27,N,3,3,2,0,0,1206.0513582734263
22,11.461642696843066,MORTGAGE,2.0,MEDICAL,B,5000,10.59,0,0.05,N,2,0,3,1,0,436.23764343807136
25,11.461642696843066,MORTGAGE,0.0,DEBTCONSOLIDATION,B,15000,11.49,0,0.16,N,3,0,0,1,0,1308.712930314214
24,11.461642696843066,OWN,4.0,HOMEIMPROVEMENT,C,10000,15.23,0,0.11,Y,3,2,2,2,1,872.4752868761427
26,10.896757843893464,RENT,3.0,HOMEIMPROVEMENT,E,13000,17.93,0,0.24,Y,2,3,2,4,1,1193.015407540252
22,11.461642696843066,MORTGAGE,0.0,MEDICAL,A,9000,8.49,0,0.09,N,2,0,3,0,0,785.2277581885285
25,10.915106645867503,RENT,9.0,HOMEIMPROVEMENT,A,13000,7.51,0,0.24,N,4,3,2,0,0,1191.009893148579
23,11.461642696843066,MORTGAGE,6.0,EDUCATION,C,20000,14.17,0,0.21,Y,4,0,1,2,1,1744.9505737522854
23,11.326607934898927,MORTGAGE,7.0,EDUCATION,B,24175,11.11,1,0.29,N,2,0,1,1,0,2134.3547988019704
26,11.461642696843066,MORTGAGE,1.0,VENTURE,B,15000,10.37,0,0.16,N,4,0,5,1,0,1308.712930314214
24,10.933124826700707,RENT,2.0,DEBTCONSOLIDATION,B,13000,11.83,0,0.23,N,4,3,0,1,0,1189.047066237788
24,11.461642696843066,OWN,8.0,PERSONAL,C,4800,13.43,0,0.05,N,3,2,4,2,0,418.7881377005485
23,11.461642696843066,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.92,0,0.05,N,3,0,0,0,0,392.61387909426423
26,11.461642696843066,MORTGAGE,9.0,VENTURE,D,17000,15.65,0,0.18,N,2,0,5,3,0,1483.2079876894427
25,11.461642696843066,MORTGAGE,8.0,EDUCATION,B,6800,9.63,0,0.07,N,4,0,1,1,0,593.283195075777
22,11.002116507732017,RENT,6.0,VENTURE,B,13000,9.99,0,0.22,N,4,3,5,1,0,1181.5908321697848
21,10.422311107413181,OWN,6.0,PERSONAL,C,9600,13.98,0,0.29,Y,4,2,4,2,1,921.1008864599822
24,11.461642696843066,MORTGAGE,0.0,MEDICAL,B,12000,10.36,0,0.13,N,4,0,3,1,0,1046.9703442513712
22,11.461642696843066,MORTGAGE,0.0,MEDICAL,A,6875,6.54,0,0.07,N,2,0,3,0,0,599.8267597273481
22,11.002116507732017,RENT,0.0,DEBTCONSOLIDATION,A,13000,8.94,0,0.22,N,2,3,0,0,0,1181.5908321697848
25,11.034905792929415,RENT,2.0,HOMEIMPROVEMENT,A,13000,6.91,0,0.21,N,2,3,2,0,0,1178.0798353828914
24,10.422311107413181,OWN,8.0,VENTURE,A,2500,6.39,0,0.07,N,3,2,5,0,0,239.87002251562038
22,11.461642696843066,MORTGAGE,1.0,EDUCATION,C,7200,12.23,0,0.08,Y,4,0,1,2,1,628.1822065508227
21,10.422311107413181,OWN,5.0,MEDICAL,A,10000,7.88,0,0.3,N,2,2,3,0,0,959.4800900624815
26,11.461642696843066,MORTGAGE,10.0,EDUCATION,A,7275,6.91,0,0.08,N,4,0,1,0,0,634.7257712023938
22,11.06665398721974,RENT,7.0,EDUCATION,D,13000,14.11,0,0.2,Y,3,3,1,3,1,1174.700141073623
24,11.461642696843066,OWN,8.0,EDUCATION,E,25000,16.32,0,0.26,N,3,2,1,4,0,2181.1882171903567
21,10.422311107413181,OWN,5.0,VENTURE,B,3000,11.83,0,0.09,N,4,2,5,1,0,287.84402701874444
24,11.082157933374816,RENT,6.0,EDUCATION,C,13000,13.49,0,0.2,Y,2,3,1,2,1,1173.0567348124002
23,11.461642696843066,MORTGAGE,2.0,VENTURE,A,4000,7.88,0,0.04,N,3,0,5,0,0,348.99011475045705
22,11.082157933374816,RENT,3.0,EDUCATION,E,13000,10.99,0,0.2,Y,4,3,1,4,1,1173.0567348124002
22,11.461642696843066,MORTGAGE,6.0,MEDICAL,A,12000,7.51,0,0.13,N,3,0,3,0,0,1046.9703442513712
24,11.08221946899627,RENT,0.0,VENTURE,B,13000,10.99,0,0.2,N,2,3,5,1,0,1173.050221245747
24,11.461642696843066,MORTGAGE,3.0,HOMEIMPROVEMENT,A,18000,7.88,0,0.19,N,2,0,2,0,0,1570.455516377057
25,11.461642696843066,MORTGAGE,4.0,EDUCATION,A,6500,7.14,0,0.07,N,3,0,1,0,0,567.1089364694927
23,11.002116507732017,RENT,3.0,MEDICAL,A,13000,7.66,1,0.22,N,4,3,3,0,0,1181.5908321697848
21,11.461642696843066,MORTGAGE,5.0,VENTURE,A,15000,10.99,0,0.16,N,2,0,5,0,0,1308.712930314214
24,11.119897691565697,RENT,1.0,VENTURE,C,13000,13.98,0,0.19,Y,3,3,5,2,1,1169.0755041622674
26,11.461642696843066,MORTGAGE,0.0,EDUCATION,D,20000,14.96,0,0.21,N,3,0,1,3,0,1744.9505737522854
26,11.461642696843066,MORTGAGE,10.0,VENTURE,B,5000,9.88,0,0.05,N,2,0,5,1,0,436.23764343807136
24,11.461642696843066,MORTGAGE,8.0,VENTURE,D,16000,15.33,0,0.17,N,3,0,5,3,0,1395.9604590018282
23,11.461642696843066,MORTGAGE,7.0,EDUCATION,C,15000,12.73,0,0.16,Y,4,0,1,2,1,1308.712930314214
24,11.461642696843066,MORTGAGE,2.0,VENTURE,B,20000,10.62,0,0.21,N,4,0,5,1,0,1744.9505737522854
24,11.461642696843066,MORTGAGE,2.0,EDUCATION,A,5000,7.88,0,0.05,N,3,0,1,0,0,436.23764343807136
23,11.156207662970246,RENT,8.0,EDUCATION,B,13000,11.58,0,0.19,N,3,3,1,1,0,1165.2705285461548
22,11.461642696843066,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.13,N,4,0,0,1,0,1046.9703442513712
23,11.461642696843066,OWN,2.0,EDUCATION,A,10900,7.74,0,0.11,N,4,2,1,0,0,950.9980626949955
24,11.156264806643742,RENT,0.0,HOMEIMPROVEMENT,A,13000,7.9,0,0.19,N,3,3,2,0,0,1165.264559896273
26,11.461642696843066,OWN,0.0,MEDICAL,A,1000,8.94,0,0.01,N,4,2,3,0,0,87.24752868761426
23,11.461642696843066,MORTGAGE,7.0,PERSONAL,F,25000,18.78,0,0.26,N,4,0,4,5,0,2181.1882171903567
24,11.156264806643742,RENT,2.0,DEBTCONSOLIDATION,B,13000,10.0,0,0.19,N,2,3,0,1,0,1165.264559896273
26,11.461642696843066,OWN,5.0,EDUCATION,A,8000,10.99,0,0.08,N,2,2,1,0,0,697.9802295009141
23,11.461642696843066,MORTGAGE,7.0,EDUCATION,B,14400,11.83,0,0.15,N,3,0,1,1,0,1256.3644131016454
23,11.326607934898927,MORTGAGE,5.0,EDUCATION,B,20000,11.83,1,0.24,N,4,0,1,1,0,1765.7537115217954
23,11.326607934898927,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5000,14.61,1,0.06,N,2,0,0,3,0,441.43842788044884
24,11.225256725762893,RENT,3.0,HOMEIMPROVEMENT,B,13000,10.99,0,0.17,N,4,3,2,1,0,1158.1026891050005
21,11.326607934898927,MORTGAGE,5.0,PERSONAL,C,15000,12.84,1,0.18,Y,4,0,4,2,1,1324.3152836413467
23,11.461642696843066,MORTGAGE,7.0,PERSONAL,A,6000,7.68,0,0.06,N,3,0,4,0,0,523.4851721256856
25,11.461642696843066,MORTGAGE,0.0,VENTURE,A,4000,8.0,0,0.04,N,4,0,5,0,0,348.99011475045705
23,11.225256725762893,RENT,6.0,DEBTCONSOLIDATION,A,13000,6.91,0,0.17,N,2,3,0,0,0,1158.1026891050005
21,10.40456582484724,OWN,5.0,VENTURE,B,12000,11.48,0,0.36,N,4,2,5,1,0,1153.3398127332416
23,10.404414344122872,OWN,5.0,EDUCATION,A,5000,8.59,0,0.15,N,4,2,1,0,0,480.56525188506583
25,11.225256725762893,RENT,4.0,DEBTCONSOLIDATION,B,13000,11.48,0,0.17,N,4,3,0,1,0,1158.1026891050005
23,11.23850177707664,RENT,3.0,MEDICAL,C,13000,10.99,0,0.17,Y,2,3,3,2,1,1156.7378159352447
22,11.461642696843066,MORTGAGE,3.0,PERSONAL,A,10000,9.07,0,0.11,N,3,0,4,0,0,872.4752868761427
24,11.461642696843066,MORTGAGE,4.0,PERSONAL,B,25000,10.08,0,0.26,N,4,0,4,1,0,2181.1882171903567
25,11.32895454873049,RENT,9.0,PERSONAL,B,13000,11.71,0,0.16,N,3,3,4,1,0,1147.5021763112966
24,11.338583982516495,RENT,3.0,MEDICAL,B,13000,11.83,0,0.15,N,3,3,3,1,0,1146.527645784105
25,11.461642696843066,MORTGAGE,7.0,PERSONAL,A,5000,7.43,0,0.05,N,2,0,4,0,0,436.23764343807136
25,11.461684800776633,OWN,9.0,EDUCATION,B,2800,9.91,0,0.03,N,3,2,1,1,0,244.29218292674344
23,11.362114203075018,RENT,6.0,EDUCATION,B,13000,10.62,0,0.15,N,3,3,1,1,0,1144.1532594771586
21,11.326656125928176,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10000,15.28,1,0.12,N,4,0,0,3,0,882.8730994232897
24,11.461684800776633,MORTGAGE,0.0,MEDICAL,C,18000,13.35,0,0.19,N,3,0,3,2,0,1570.4497473862077
25,11.373674891823535,RENT,6.0,DEBTCONSOLIDATION,A,13000,7.29,0,0.15,N,2,3,0,0,0,1142.990293255667
26,11.461684800776633,MORTGAGE,10.0,HOMEIMPROVEMENT,B,24250,8.88,0,0.26,N,3,0,2,1,0,2115.744798561974
24,11.461684800776633,MORTGAGE,8.0,VENTURE,A,16000,5.79,0,0.17,N,4,0,5,0,0,1395.9553310099625
23,11.407576060361786,RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2,3,0,2,0,1139.5935412757362
25,11.461684800776633,MORTGAGE,9.0,EDUCATION,A,18000,7.51,0,0.19,N,4,0,1,0,0,1570.4497473862077
23,11.461684800776633,MORTGAGE,4.0,VENTURE,A,10000,7.51,0,0.11,N,4,0,5,0,0,872.4720818812266
22,11.461684800776633,OWN,6.0,EDUCATION,B,7200,10.95,0,0.08,N,4,2,1,1,0,628.1798989544831
24,11.407576060361786,RENT,0.0,PERSONAL,A,13000,8.94,0,0.14,N,4,3,4,0,0,1139.5935412757362
25,11.46281042353838,MORTGAGE,9.0,PERSONAL,C,18000,14.72,0,0.19,N,4,0,4,2,0,1570.2955326765054
24,11.330095779100558,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,9.32,1,0.07,N,3,0,0,0,0,529.5630431534014
23,11.465078855513008,OWN,4.0,VENTURE,A,4325,7.74,0,0.05,N,2,2,5,0,0,377.2324686559233
21,11.465844339561734,MORTGAGE,0.0,PERSONAL,A,12000,5.42,0,0.13,N,2,0,4,0,0,1046.5866834241954
26,11.465844339561734,MORTGAGE,8.0,PERSONAL,C,5000,12.68,0,0.05,N,3,0,4,2,0,436.07778476008144
26,11.151969943847991,RENT,4.0,MEDICAL,D,13000,14.42,1,0.16,Y,2,3,3,3,1,1165.713328269099
24,11.608244735642321,RENT,4.0,DEBTCONSOLIDATION,A,13000,8.9,0,0.12,N,2,3,0,0,0,1119.8936872931693
26,11.611874470755124,RENT,9.0,EDUCATION,A,13000,7.9,0,0.12,N,3,3,1,0,0,1119.5436217245472
24,11.468043155181787,MORTGAGE,8.0,VENTURE,B,6000,10.99,0,0.06,N,4,0,5,1,0,523.1930085028434
23,11.468147740188575,MORTGAGE,7.0,EDUCATION,D,13500,14.96,0,0.14,Y,4,0,1,3,1,1177.1735336728418
24,11.408686542313973,RENT,6.0,MEDICAL,B,13000,12.69,1,0.12,N,4,3,3,1,0,1139.4826171955872
24,10.404293143019792,OWN,7.0,VENTURE,A,14000,10.99,0,0.42,N,2,2,5,0,0,1345.598380164111
23,11.695255355062795,RENT,7.0,PERSONAL,B,13000,11.71,0,0.11,N,4,3,4,1,0,1111.5618774730208
26,11.58989576532275,RENT,3.0,HOMEIMPROVEMENT,D,13000,15.99,1,0.12,Y,3,3,2,3,1,1121.6666882282339
24,11.337440485435263,MORTGAGE,8.0,DEBTCONSOLIDATION,D,16000,16.07,1,0.19,Y,4,0,0,3,1,1411.2532736603587
25,11.472113887062386,MORTGAGE,6.0,HOMEIMPROVEMENT,C,21000,14.65,0,0.22,N,3,0,2,2,0,1830.525760704192
24,11.472113887062386,MORTGAGE,8.0,HOMEIMPROVEMENT,A,35000,7.9,0,0.36,N,4,0,2,0,0,3050.87626784032
25,11.472113887062386,MORTGAGE,4.0,VENTURE,B,10925,12.69,0,0.11,N,4,0,5,1,0,952.3092350330141
22,11.17606715383184,MORTGAGE,4.0,MEDICAL,C,21600,15.27,1,0.26,Y,2,0,3,2,1,1932.701343208572
22,11.472113887062386,MORTGAGE,0.0,EDUCATION,A,3000,7.9,0,0.03,N,3,0,1,0,0,261.50368010059884
22,11.472113887062386,MORTGAGE,4.0,EDUCATION,B,5500,12.69,0,0.06,N,3,0,1,1,0,479.4234135177646
25,11.472113887062386,MORTGAGE,9.0,PERSONAL,D,35000,18.25,0,0.36,Y,2,0,4,3,1,3050.87626784032
22,11.472113887062386,MORTGAGE,6.0,EDUCATION,C,6000,13.49,0,0.06,N,3,0,1,2,0,523.0073602011977
23,11.472113887062386,MORTGAGE,4.0,PERSONAL,A,9000,6.62,0,0.09,N,4,0,4,0,0,784.5110403017966
25,11.472113887062386,MORTGAGE,9.0,MEDICAL,A,14000,6.03,0,0.15,N,3,0,3,0,0,1220.350507136128
23,11.472113887062386,MORTGAGE,5.0,PERSONAL,A,1500,6.62,0,0.02,N,3,0,4,0,0,130.75184005029942
26,11.472113887062386,MORTGAGE,10.0,HOMEIMPROVEMENT,E,24000,19.42,0,0.25,N,4,0,2,4,0,2092.0294408047907
25,10.965453145756499,RENT,5.0,MEDICAL,B,13600,9.99,0,0.24,N,2,3,3,1,0,1240.2588218858095
24,11.472113887062386,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.05,N,4,0,0,0,0,435.8394668343314
25,11.472113887062386,MORTGAGE,5.0,DEBTCONSOLIDATION,A,35000,7.49,0,0.36,N,3,0,0,0,0,3050.87626784032
25,11.127277689932466,RENT,2.0,DEBTCONSOLIDATION,B,13600,10.0,0,0.2,N,3,3,0,1,0,1222.2216771227663
22,11.156264806643742,RENT,5.0,PERSONAL,A,13600,7.29,0,0.19,N,4,3,4,0,0,1219.046001122255
24,11.472113887062386,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4800,11.99,0,0.05,N,3,0,2,1,0,418.40588816095817
26,11.472113887062386,MORTGAGE,3.0,PERSONAL,A,10000,5.42,0,0.1,N,3,0,4,0,0,871.6789336686628
22,11.156264806643742,RENT,6.0,PERSONAL,B,13600,12.21,0,0.19,N,4,3,4,1,0,1219.046001122255
25,11.19822841866684,RENT,9.0,PERSONAL,B,13600,11.99,0,0.19,N,2,3,4,1,0,1214.4778166276317
23,11.272457712522815,RENT,3.0,PERSONAL,B,13600,9.88,0,0.17,N,3,3,4,1,0,1206.4804629864761
25,11.472113887062386,MORTGAGE,10.0,VENTURE,A,20000,6.99,0,0.21,N,3,0,5,0,0,1743.3578673373256
23,11.472113887062386,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,N,4,0,3,0,0,1046.0147204023954
24,11.472113887062386,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,5.99,0,0.11,N,2,0,2,0,0,958.8468270355291
23,11.350418300109132,RENT,5.0,PERSONAL,A,13600,6.03,0,0.16,N,3,3,4,0,0,1198.1937264699081
24,11.472113887062386,MORTGAGE,6.0,VENTURE,A,12000,5.42,0,0.13,N,4,0,5,0,0,1046.0147204023954
25,10.404293143019792,OWN,7.0,VENTURE,B,8000,10.38,0,0.24,N,2,2,5,1,0,768.9133600937777
23,11.472113887062386,OWN,8.0,MEDICAL,C,8000,13.49,0,0.08,N,3,2,3,2,0,697.3431469349302
24,11.472113887062386,MORTGAGE,8.0,VENTURE,A,4200,5.99,0,0.04,N,3,0,5,0,0,366.1051521408384
26,11.080618310893968,RENT,4.0,MEDICAL,B,13625,10.99,0,0.21,N,3,3,3,1,0,1229.624522541717
23,11.472113887062386,MORTGAGE,7.0,EDUCATION,A,4000,5.42,0,0.04,N,2,0,1,0,0,348.6715734674651
23,11.472113887062386,MORTGAGE,1.0,EDUCATION,A,10000,7.49,0,0.1,N,3,0,1,0,0,871.6789336686628
22,11.472113887062386,MORTGAGE,6.0,EDUCATION,A,9000,7.49,0,0.09,N,4,0,1,0,0,784.5110403017966
25,10.404293143019792,RENT,0.0,DEBTCONSOLIDATION,E,13650,16.35,1,0.41,N,4,3,0,4,0,1311.9584206600082
21,10.404293143019792,OWN,2.0,EDUCATION,C,11000,13.11,0,0.33,Y,3,2,1,2,1,1057.2558701289443
24,11.472113887062386,MORTGAGE,2.0,VENTURE,B,4200,10.99,0,0.04,N,4,0,5,1,0,366.1051521408384
24,10.404293143019792,OWN,9.0,VENTURE,C,8000,14.26,0,0.24,Y,3,2,5,2,1,768.9133600937777
21,10.404293143019792,OWN,4.0,EDUCATION,D,5000,14.61,0,0.15,Y,3,2,1,3,1,480.5708500586111
25,11.338583982516495,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5000,16.02,1,0.06,N,3,0,0,3,0,440.97217145542504
26,11.472113887062386,MORTGAGE,6.0,MEDICAL,B,20000,11.11,0,0.21,N,4,0,3,1,0,1743.3578673373256
23,11.472113887062386,MORTGAGE,2.0,PERSONAL,A,7000,5.79,0,0.07,N,3,0,4,0,0,610.175253568064
26,11.472113887062386,MORTGAGE,4.0,VENTURE,B,11625,10.0,0,0.12,N,3,0,5,1,0,1013.3267603898206
26,11.472113887062386,MORTGAGE,10.0,VENTURE,A,8000,7.29,0,0.08,N,4,0,5,0,0,697.3431469349302
22,11.472113887062386,MORTGAGE,6.0,VENTURE,C,25000,13.8,0,0.26,N,4,0,5,2,0,2179.197334171657
23,11.472113887062386,MORTGAGE,0.0,VENTURE,B,20000,11.11,0,0.21,N,2,0,5,1,0,1743.3578673373256
23,10.404293143019792,OWN,5.0,VENTURE,B,3600,11.58,0,0.11,N,4,2,5,1,0,346.0110120422
25,10.714439990727769,RENT,3.0,MEDICAL,E,13650,18.79,1,0.3,N,2,3,3,4,0,1273.981655766671
25,11.472113887062386,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18250,11.11,0,0.19,N,4,0,0,1,0,1590.8140539453098
25,11.17606715383184,MORTGAGE,9.0,MEDICAL,D,25000,14.09,1,0.3,N,2,0,3,3,0,2236.9228509358472
22,11.472113887062386,MORTGAGE,2.0,EDUCATION,A,12000,10.99,0,0.13,N,3,0,1,0,0,1046.0147204023954
26,11.472113887062386,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,5.79,0,0.17,N,2,0,2,0,0,1394.6862938698605
21,10.308985993422082,RENT,0.0,DEBTCONSOLIDATION,D,13750,15.05,1,0.46,Y,4,3,0,3,1,1333.7878244061585
25,10.463131911491967,RENT,0.0,DEBTCONSOLIDATION,A,13750,7.51,1,0.39,N,4,3,0,0,0,1314.1380722628537
25,11.338583982516495,MORTGAGE,9.0,PERSONAL,D,3500,14.84,1,0.04,N,2,0,4,3,0,308.68052001879755
22,11.472113887062386,MORTGAGE,3.0,EDUCATION,A,20000,7.88,0,0.21,N,3,0,1,0,0,1743.3578673373256
26,10.402958960463414,OWN,10.0,MEDICAL,A,10000,8.49,0,0.3,N,3,2,3,0,0,961.2649668238754
22,10.889155082188104,RENT,6.0,EDUCATION,D,13750,14.96,0,0.26,N,2,3,1,3,0,1262.724233075853
23,11.472113887062386,MORTGAGE,1.0,VENTURE,B,5000,10.38,0,0.05,N,4,0,5,1,0,435.8394668343314
21,10.400285243317475,OWN,2.0,VENTURE,C,2500,13.61,0,0.08,Y,3,2,5,2,1,240.3780224784058
23,10.39821428171237,OWN,3.0,VENTURE,A,8000,7.29,0,0.24,N,3,2,5,0,0,769.3628716682463
22,11.472113887062386,MORTGAGE,4.0,VENTURE,A,8000,7.88,0,0.08,N,4,0,5,0,0,697.3431469349302
24,11.472113887062386,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.51,0,0.16,N,4,0,0,0,0,1307.5184005029944
22,10.396994062531652,OWN,2.0,VENTURE,C,7000,11.78,0,0.21,Y,4,2,5,2,1,673.2715203932232
23,11.472113887062386,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.05,N,2,0,0,0,0,435.8394668343314
24,10.39516093745751,OWN,8.0,EDUCATION,A,4200,7.29,0,0.13,N,2,2,1,0,0,404.0341487033536
24,11.472113887062386,MORTGAGE,8.0,MEDICAL,B,2000,10.38,0,0.02,N,3,0,3,1,0,174.33578673373256
24,11.277215789596893,RENT,2.0,HOMEIMPROVEMENT,A,13800,8.49,0,0.17,N,2,3,2,0,0,1223.7062992738286
25,11.297266335365645,RENT,9.0,PERSONAL,B,13800,11.99,0,0.17,N,3,3,4,1,0,1221.5344482761857
25,11.472113887062386,MORTGAGE,6.0,EDUCATION,B,20000,10.99,0,0.21,N,2,0,1,1,0,1743.3578673373256
